id,date,hometeam,homescore,awayTeam,awayscore
52f2f88190a4948418328ae1,2011-03-01T05:00:00.000Z,Indiana Pacers,109,Golden State Warriors,100
52f2f88190a4948418328ae2,2011-03-01T05:00:00.000Z,Memphis Grizzlies,109,San Antonio Spurs,93
52f2f88290a4948418328ae3,2011-03-01T05:00:00.000Z,Milwaukee Bucks,92,Detroit Pistons,90
52f2f88390a4948418328ae5,2011-03-01T05:00:00.000Z,Orlando Magic,116,New York Knicks,110
52f2f88690a4948418328ae8,2011-03-01T05:00:00.000Z,Toronto Raptors,96,New Orleans Hornets,90
52f2f88690a4948418328ae9,2011-03-02T05:00:00.000Z,Atlanta Hawks,83,Chicago Bulls,80
52f2f88790a4948418328aea,2011-03-02T05:00:00.000Z,Boston Celtics,115,Phoenix Suns,103
52f2f88990a4948418328aec,2011-03-02T05:00:00.000Z,Denver Nuggets,120,Charlotte Bobcats,80
52f2f88a90a4948418328aee,2011-03-02T05:00:00.000Z,Los Angeles Clippers,106,Houston Rockets,103
52f2f88b90a4948418328aef,2011-03-02T05:00:00.000Z,New York Knicks,107,New Orleans Hornets,88
52f2f88c90a4948418328af0,2011-03-02T05:00:00.000Z,Oklahoma City Thunder,113,Indiana Pacers,89
52f2f89090a4948418328af6,2011-03-04T05:00:00.000Z,Boston Celtics,107,Golden State Warriors,103
52f2f89190a4948418328af7,2011-03-04T05:00:00.000Z,Dallas Mavericks,116,Indiana Pacers,108
52f2f89190a4948418328af8,2011-03-04T05:00:00.000Z,Los Angeles Lakers,92,Charlotte Bobcats,84
52f2f89490a4948418328afb,2011-03-04T05:00:00.000Z,New Jersey Nets,116,Toronto Raptors,103
52f2f89690a4948418328afe,2011-03-04T05:00:00.000Z,Philadelphia 76ers,111,Minnesota Timberwolves,100
52f2f89790a4948418328aff,2011-03-04T05:00:00.000Z,San Antonio Spurs,125,Miami Heat,95
52f2f89790a4948418328b00,2011-03-05T05:00:00.000Z,Houston Rockets,112,Indiana Pacers,95
52f2f89890a4948418328b01,2011-03-05T05:00:00.000Z,Los Angeles Clippers,100,Denver Nuggets,94
52f2f89990a4948418328b02,2011-03-05T05:00:00.000Z,New Jersey Nets,137,Toronto Raptors,136
52f2f89a90a4948418328b03,2011-03-05T05:00:00.000Z,Portland Trail Blazers,93,Charlotte Bobcats,69
52f2f89a90a4948418328b04,2011-03-05T05:00:00.000Z,Utah Jazz,109,Sacramento Kings,102
52f2f89b90a4948418328b05,2011-03-05T05:00:00.000Z,Washington Wizards,103,Minnesota Timberwolves,96
52f2f89e90a4948418328b09,2011-03-06T05:00:00.000Z,Detroit Pistons,113,Washington Wizards,102
52f2f8a090a4948418328b0c,2011-03-06T05:00:00.000Z,Oklahoma City Thunder,122,Phoenix Suns,118
52f2f8a190a4948418328b0d,2011-03-06T05:00:00.000Z,Philadelphia 76ers,125,Golden State Warriors,117
52f2f8a390a4948418328b10,2011-03-07T05:00:00.000Z,Chicago Bulls,85,New Orleans Hornets,77
52f2f8a490a4948418328b11,2011-03-07T05:00:00.000Z,Memphis Grizzlies,107,Oklahoma City Thunder,101
52f2f8a590a4948418328b13,2011-03-07T05:00:00.000Z,New York Knicks,131,Utah Jazz,109
52f2f8aa90a4948418328b1a,2011-03-08T05:00:00.000Z,Phoenix Suns,113,Houston Rockets,110
52f2f8ae90a4948418328b1f,2011-03-09T05:00:00.000Z,Milwaukee Bucks,110,Cleveland Cavaliers,90
52f2f8af90a4948418328b20,2011-03-09T05:00:00.000Z,Minnesota Timberwolves,101,Indiana Pacers,75
52f2f8af90a4948418328b21,2011-03-09T05:00:00.000Z,New Jersey Nets,94,Golden State Warriors,90
52f2f8b090a4948418328b22,2011-03-09T05:00:00.000Z,New Orleans Hornets,93,Dallas Mavericks,92
52f2f8b290a4948418328b25,2011-03-09T05:00:00.000Z,San Antonio Spurs,111,Detroit Pistons,104
52f2f8b490a4948418328b27,2011-03-10T05:00:00.000Z,Dallas Mavericks,127,New York Knicks,109
52f2f8b590a4948418328b28,2011-03-10T05:00:00.000Z,Miami Heat,94,Los Angeles Lakers,88
52f2f8b690a4948418328b2a,2011-03-11T05:00:00.000Z,Charlotte Bobcats,97,Portland Trail Blazers,92
52f2f8b790a4948418328b2b,2011-03-11T05:00:00.000Z,Chicago Bulls,94,Atlanta Hawks,76
52f2f8b790a4948418328b2c,2011-03-11T05:00:00.000Z,Golden State Warriors,123,Orlando Magic,120
52f2f8b890a4948418328b2d,2011-03-11T05:00:00.000Z,Minnesota Timberwolves,122,Utah Jazz,101
52f2f8b990a4948418328b2e,2011-03-11T05:00:00.000Z,New Jersey Nets,102,Los Angeles Clippers,98
52f2f8b990a4948418328b2f,2011-03-11T05:00:00.000Z,Oklahoma City Thunder,104,Detroit Pistons,94
52f2f8ba90a4948418328b30,2011-03-11T05:00:00.000Z,Philadelphia 76ers,89,Boston Celtics,86
52f2f8bb90a4948418328b31,2011-03-11T05:00:00.000Z,San Antonio Spurs,108,Sacramento Kings,103
52f2f8bb90a4948418328b32,2011-03-11T05:00:00.000Z,Toronto Raptors,108,Indiana Pacers,98
52f2f8bc90a4948418328b33,2011-03-12T05:00:00.000Z,Atlanta Hawks,91,Portland Trail Blazers,82
52f2f8bc90a4948418328b34,2011-03-12T05:00:00.000Z,Chicago Bulls,118,Utah Jazz,100
52f2f8be90a4948418328b36,2011-03-12T05:00:00.000Z,Denver Nuggets,131,Detroit Pistons,101
52f2f8bf90a4948418328b38,2011-03-12T05:00:00.000Z,Miami Heat,118,Memphis Grizzlies,85
52f2f8c090a4948418328b39,2011-03-12T05:00:00.000Z,Milwaukee Bucks,102,Philadelphia 76ers,74
52f2f8c090a4948418328b3a,2011-03-12T05:00:00.000Z,New Orleans Hornets,115,Sacramento Kings,103
52f2f8c290a4948418328b3c,2011-03-13T05:00:00.000Z,Boston Celtics,87,Milwaukee Bucks,56
52f2f8c390a4948418328b3e,2011-03-13T05:00:00.000Z,Golden State Warriors,100,Minnesota Timberwolves,77
52f2f8c590a4948418328b42,2011-03-14T04:00:00.000Z,Houston Rockets,95,Phoenix Suns,93
52f2f8c690a4948418328b43,2011-03-14T04:00:00.000Z,Los Angeles Lakers,97,Orlando Magic,84
52f2f8c790a4948418328b44,2011-03-14T04:00:00.000Z,Memphis Grizzlies,105,Los Angeles Clippers,82
52f2f8c790a4948418328b45,2011-03-14T04:00:00.000Z,Miami Heat,110,San Antonio Spurs,80
52f2f8c890a4948418328b46,2011-03-14T04:00:00.000Z,New Jersey Nets,88,Boston Celtics,79
52f2f8c990a4948418328b48,2011-03-14T04:00:00.000Z,Sacramento Kings,129,Golden State Warriors,119
52f2f8ca90a4948418328b49,2011-03-14T04:00:00.000Z,Utah Jazz,112,Philadelphia 76ers,107
52f2f8cb90a4948418328b4b,2011-03-15T04:00:00.000Z,Atlanta Hawks,110,Milwaukee Bucks,85
52f2f8cc90a4948418328b4c,2011-03-15T04:00:00.000Z,Chicago Bulls,98,Washington Wizards,79
52f2f8cc90a4948418328b4d,2011-03-15T04:00:00.000Z,Indiana Pacers,119,New York Knicks,117
52f2f8cd90a4948418328b4e,2011-03-15T04:00:00.000Z,Portland Trail Blazers,104,Dallas Mavericks,101
52f2f8ce90a4948418328b50,2011-03-16T04:00:00.000Z,Boston Celtics,92,Indiana Pacers,80
52f2f8cf90a4948418328b51,2011-03-16T04:00:00.000Z,Detroit Pistons,107,Toronto Raptors,93
52f2f8d090a4948418328b53,2011-03-16T04:00:00.000Z,Houston Rockets,94,Charlotte Bobcats,78
52f2f8d390a4948418328b57,2011-03-16T04:00:00.000Z,New Orleans Hornets,100,Phoenix Suns,95
52f2f8d490a4948418328b59,2011-03-16T04:00:00.000Z,Utah Jazz,119,Minnesota Timberwolves,104
52f2f8d590a4948418328b5b,2011-03-17T04:00:00.000Z,New York Knicks,120,Memphis Grizzlies,99
52f2f8d690a4948418328b5c,2011-03-17T04:00:00.000Z,Portland Trail Blazers,111,Cleveland Cavaliers,70
52f2f8d890a4948418328b5f,2011-03-18T04:00:00.000Z,Detroit Pistons,99,New York Knicks,95
52f2f8d890a4948418328b60,2011-03-18T04:00:00.000Z,Houston Rockets,93,Boston Celtics,77
52f2f8d990a4948418328b61,2011-03-18T04:00:00.000Z,Indiana Pacers,115,Chicago Bulls,108
52f2f8da90a4948418328b62,2011-03-18T04:00:00.000Z,Los Angeles Lakers,106,Minnesota Timberwolves,98
52f2f8da90a4948418328b63,2011-03-18T04:00:00.000Z,Milwaukee Bucks,110,New Jersey Nets,95
52f2f8db90a4948418328b64,2011-03-18T04:00:00.000Z,Oklahoma City Thunder,99,Charlotte Bobcats,82
52f2f8dc90a4948418328b65,2011-03-18T04:00:00.000Z,Orlando Magic,85,Denver Nuggets,82
52f2f8dc90a4948418328b66,2011-03-18T04:00:00.000Z,Phoenix Suns,108,Golden State Warriors,97
52f2f8de90a4948418328b68,2011-03-18T04:00:00.000Z,Toronto Raptors,116,Washington Wizards,107
52f2f8de90a4948418328b69,2011-03-19T04:00:00.000Z,Los Angeles Clippers,100,Cleveland Cavaliers,92
52f2f8df90a4948418328b6a,2011-03-19T04:00:00.000Z,Memphis Grizzlies,99,Indiana Pacers,78
52f2f8df90a4948418328b6b,2011-03-19T04:00:00.000Z,Miami Heat,103,Denver Nuggets,98
52f2f8e190a4948418328b6d,2011-03-19T04:00:00.000Z,Portland Trail Blazers,110,Philadelphia 76ers,101
52f2f8e190a4948418328b6e,2011-03-19T04:00:00.000Z,San Antonio Spurs,109,Charlotte Bobcats,98
52f2f8e290a4948418328b6f,2011-03-20T04:00:00.000Z,Atlanta Hawks,104,Detroit Pistons,96
52f2f8e390a4948418328b70,2011-03-20T04:00:00.000Z,Dallas Mavericks,101,Golden State Warriors,73
52f2f8e390a4948418328b71,2011-03-20T04:00:00.000Z,Houston Rockets,110,Utah Jazz,108
52f2f8e590a4948418328b73,2011-03-20T04:00:00.000Z,Los Angeles Lakers,84,Portland Trail Blazers,80
52f2f8e590a4948418328b74,2011-03-20T04:00:00.000Z,Milwaukee Bucks,100,New York Knicks,95
52f2f8e790a4948418328b77,2011-03-20T04:00:00.000Z,Washington Wizards,98,New Jersey Nets,92
52f2f8e890a4948418328b78,2011-03-21T04:00:00.000Z,Chicago Bulls,132,Sacramento Kings,92
52f2f8e990a4948418328b7a,2011-03-21T04:00:00.000Z,Denver Nuggets,123,Toronto Raptors,90
52f2f8ea90a4948418328b7b,2011-03-21T04:00:00.000Z,Memphis Grizzlies,103,Utah Jazz,85
52f2f8ec90a4948418328b7e,2011-03-21T04:00:00.000Z,San Antonio Spurs,111,Golden State Warriors,96
52f2f8ed90a4948418328b80,2011-03-22T04:00:00.000Z,Los Angeles Lakers,139,Phoenix Suns,137
52f2f8ee90a4948418328b81,2011-03-22T04:00:00.000Z,Portland Trail Blazers,111,Washington Wizards,76
52f2f8f190a4948418328b85,2011-03-23T04:00:00.000Z,Denver Nuggets,115,San Antonio Spurs,112
52f2f8f290a4948418328b87,2011-03-23T04:00:00.000Z,Houston Rockets,131,Golden State Warriors,112
52f2f8f290a4948418328b88,2011-03-23T04:00:00.000Z,Los Angeles Clippers,127,Washington Wizards,119
52f2f8f490a4948418328b8b,2011-03-23T04:00:00.000Z,Oklahoma City Thunder,106,Utah Jazz,94
52f2f8f590a4948418328b8c,2011-03-23T04:00:00.000Z,Philadelphia 76ers,105,Atlanta Hawks,100
52f2f8f690a4948418328b8d,2011-03-23T04:00:00.000Z,Phoenix Suns,114,Toronto Raptors,106
52f2f8f690a4948418328b8e,2011-03-24T04:00:00.000Z,Dallas Mavericks,104,Minnesota Timberwolves,96
52f2f8f890a4948418328b91,2011-03-25T04:00:00.000Z,Chicago Bulls,99,Memphis Grizzlies,96
52f2f8f990a4948418328b92,2011-03-25T04:00:00.000Z,Cleveland Cavaliers,97,Detroit Pistons,91
52f2f8f990a4948418328b93,2011-03-25T04:00:00.000Z,Denver Nuggets,114,Washington Wizards,94
52f2f8fa90a4948418328b94,2011-03-25T04:00:00.000Z,Golden State Warriors,138,Toronto Raptors,100
52f2f8fb90a4948418328b96,2011-03-25T04:00:00.000Z,Los Angeles Lakers,112,Los Angeles Clippers,104
52f2f8fc90a4948418328b97,2011-03-25T04:00:00.000Z,Miami Heat,111,Philadelphia 76ers,99
52f2f8fd90a4948418328b99,2011-03-25T04:00:00.000Z,Oklahoma City Thunder,111,Minnesota Timberwolves,103
52f2f8fe90a4948418328b9a,2011-03-25T04:00:00.000Z,Orlando Magic,95,New Jersey Nets,85
52f2f8ff90a4948418328b9c,2011-03-25T04:00:00.000Z,Portland Trail Blazers,98,San Antonio Spurs,96
52f2f90090a4948418328b9d,2011-03-26T04:00:00.000Z,Atlanta Hawks,98,New Jersey Nets,87
52f2f90090a4948418328b9e,2011-03-26T04:00:00.000Z,Charlotte Bobcats,114,New York Knicks,106
52f2f90190a4948418328b9f,2011-03-26T04:00:00.000Z,Detroit Pistons,100,Indiana Pacers,88
52f2f90290a4948418328ba0,2011-03-26T04:00:00.000Z,Los Angeles Clippers,94,Toronto Raptors,90
52f2f90490a4948418328ba4,2011-03-27T04:00:00.000Z,Golden State Warriors,114,Washington Wizards,104
52f2f90590a4948418328ba5,2011-03-27T04:00:00.000Z,Los Angeles Lakers,102,New Orleans Hornets,84
52f2f90690a4948418328ba6,2011-03-27T04:00:00.000Z,Memphis Grizzlies,111,San Antonio Spurs,104
52f2f90690a4948418328ba7,2011-03-27T04:00:00.000Z,Miami Heat,125,Houston Rockets,119
52f2f90790a4948418328ba9,2011-03-27T04:00:00.000Z,Oklahoma City Thunder,99,Portland Trail Blazers,90
52f2f90990a4948418328bac,2011-03-28T04:00:00.000Z,Charlotte Bobcats,87,Milwaukee Bucks,86
52f2f90b90a4948418328bae,2011-03-28T04:00:00.000Z,Indiana Pacers,107,Boston Celtics,100
52f2f90b90a4948418328baf,2011-03-28T04:00:00.000Z,New York Knicks,113,Orlando Magic,106
52f2f90d90a4948418328bb2,2011-03-29T04:00:00.000Z,Cleveland Cavaliers,102,Miami Heat,90
52f2f90e90a4948418328bb4,2011-03-29T04:00:00.000Z,Oklahoma City Thunder,115,Golden State Warriors,114
52f2f90f90a4948418328bb5,2011-03-29T04:00:00.000Z,Sacramento Kings,116,Phoenix Suns,113
52f2f91090a4948418328bb6,2011-03-30T04:00:00.000Z,Atlanta Hawks,85,Orlando Magic,82
52f2f91090a4948418328bb7,2011-03-30T04:00:00.000Z,Charlotte Bobcats,98,Cleveland Cavaliers,97
52f2f91190a4948418328bb8,2011-03-30T04:00:00.000Z,Denver Nuggets,104,Sacramento Kings,90
52f2f91290a4948418328bb9,2011-03-30T04:00:00.000Z,Indiana Pacers,111,Detroit Pistons,101
52f2f91390a4948418328bbb,2011-03-30T04:00:00.000Z,Memphis Grizzlies,110,Golden State Warriors,91
52f2f91490a4948418328bbd,2011-03-30T04:00:00.000Z,New Orleans Hornets,95,Portland Trail Blazers,91
52f2f91590a4948418328bbe,2011-03-30T04:00:00.000Z,New York Knicks,120,New Jersey Nets,116
52f2f91590a4948418328bbf,2011-03-30T04:00:00.000Z,Philadelphia 76ers,108,Houston Rockets,97
52f2f91890a4948418328bc3,2011-03-31T04:00:00.000Z,Los Angeles Lakers,110,Dallas Mavericks,82
52f2f91990a4948418328bc5,2011-04-01T04:00:00.000Z,Atlanta Hawks,88,Boston Celtics,83
52f2f91a90a4948418328bc7,2011-04-01T04:00:00.000Z,Houston Rockets,119,San Antonio Spurs,114
52f2f91b90a4948418328bc8,2011-04-01T04:00:00.000Z,Indiana Pacers,89,Milwaukee Bucks,88
52f2f91d90a4948418328bcb,2011-04-01T04:00:00.000Z,Orlando Magic,89,Charlotte Bobcats,77
52f2f91e90a4948418328bcc,2011-04-01T04:00:00.000Z,Philadelphia 76ers,115,New Jersey Nets,90
52f2f91e90a4948418328bcd,2011-04-01T04:00:00.000Z,Phoenix Suns,111,Los Angeles Clippers,98
52f2f91f90a4948418328bce,2011-04-01T04:00:00.000Z,Portland Trail Blazers,98,Oklahoma City Thunder,91
52f2f92190a4948418328bd1,2011-04-01T04:00:00.000Z,Washington Wizards,115,Cleveland Cavaliers,107
52f2f92290a4948418328bd2,2011-04-02T04:00:00.000Z,Chicago Bulls,113,Toronto Raptors,106
52f2f92290a4948418328bd3,2011-04-02T04:00:00.000Z,Golden State Warriors,99,Dallas Mavericks,92
52f2f92390a4948418328bd4,2011-04-02T04:00:00.000Z,Los Angeles Clippers,98,Oklahoma City Thunder,92
52f2f92390a4948418328bd5,2011-04-02T04:00:00.000Z,Memphis Grizzlies,106,Minnesota Timberwolves,89
52f2f92490a4948418328bd6,2011-04-02T04:00:00.000Z,Milwaukee Bucks,93,Philadelphia 76ers,87
52f2f92590a4948418328bd7,2011-04-03T04:00:00.000Z,Boston Celtics,101,Detroit Pistons,90
52f2f92690a4948418328bd9,2011-04-03T04:00:00.000Z,Houston Rockets,114,Atlanta Hawks,109
52f2f92890a4948418328bdc,2011-04-03T04:00:00.000Z,New Orleans Hornets,108,Indiana Pacers,96
52f2f92890a4948418328bdd,2011-04-03T04:00:00.000Z,New York Knicks,123,Cleveland Cavaliers,107
52f2f92990a4948418328bde,2011-04-03T04:00:00.000Z,Portland Trail Blazers,104,Dallas Mavericks,96
52f2f92a90a4948418328bdf,2011-04-03T04:00:00.000Z,Sacramento Kings,106,Utah Jazz,97
52f2f92a90a4948418328be0,2011-04-03T04:00:00.000Z,San Antonio Spurs,114,Phoenix Suns,97
52f2f92b90a4948418328be1,2011-04-03T04:00:00.000Z,Toronto Raptors,102,Orlando Magic,98
52f2f92c90a4948418328be3,2011-04-05T04:00:00.000Z,Boston Celtics,99,Philadelphia 76ers,82
52f2f92d90a4948418328be4,2011-04-05T04:00:00.000Z,Chicago Bulls,97,Phoenix Suns,94
52f2f92e90a4948418328be5,2011-04-05T04:00:00.000Z,Cleveland Cavaliers,99,Charlotte Bobcats,89
52f2f93190a4948418328bea,2011-04-05T04:00:00.000Z,New Jersey Nets,107,Minnesota Timberwolves,105
52f2f93190a4948418328beb,2011-04-05T04:00:00.000Z,New York Knicks,131,Toronto Raptors,118
52f2f93290a4948418328bec,2011-04-05T04:00:00.000Z,Orlando Magic,78,Milwaukee Bucks,72
52f2f93390a4948418328bee,2011-04-05T04:00:00.000Z,Washington Wizards,107,Detroit Pistons,105
52f2f93590a4948418328bf1,2011-04-06T04:00:00.000Z,Detroit Pistons,116,New Jersey Nets,109
52f2f93690a4948418328bf2,2011-04-06T04:00:00.000Z,Golden State Warriors,95,Los Angeles Lakers,87
52f2f93690a4948418328bf3,2011-04-06T04:00:00.000Z,Indiana Pacers,136,Washington Wizards,112
52f2f93890a4948418328bf6,2011-04-06T04:00:00.000Z,New Orleans Hornets,101,Houston Rockets,93
52f2f93990a4948418328bf7,2011-04-06T04:00:00.000Z,Oklahoma City Thunder,112,Los Angeles Clippers,108
52f2f93a90a4948418328bf9,2011-04-06T04:00:00.000Z,San Antonio Spurs,124,Sacramento Kings,92
52f2f93c90a4948418328bfb,2011-04-07T04:00:00.000Z,Chicago Bulls,97,Boston Celtics,81
52f2f93d90a4948418328bfd,2011-04-08T04:00:00.000Z,Boston Celtics,104,Washington Wizards,88
52f2f93e90a4948418328bff,2011-04-08T04:00:00.000Z,Dallas Mavericks,107,Los Angeles Clippers,96
52f2f93f90a4948418328c00,2011-04-08T04:00:00.000Z,Detroit Pistons,110,Milwaukee Bucks,100
52f2f93f90a4948418328c01,2011-04-08T04:00:00.000Z,Indiana Pacers,114,Atlanta Hawks,102
52f2f94090a4948418328c02,2011-04-08T04:00:00.000Z,Memphis Grizzlies,101,Sacramento Kings,96
52f2f94190a4948418328c03,2011-04-08T04:00:00.000Z,Miami Heat,112,Charlotte Bobcats,103
52f2f94290a4948418328c05,2011-04-08T04:00:00.000Z,New Orleans Hornets,109,Phoenix Suns,97
52f2f94390a4948418328c06,2011-04-08T04:00:00.000Z,Oklahoma City Thunder,104,Denver Nuggets,89
52f2f94390a4948418328c07,2011-04-08T04:00:00.000Z,Philadelphia 76ers,98,Toronto Raptors,93
52f2f94490a4948418328c08,2011-04-08T04:00:00.000Z,Portland Trail Blazers,93,Los Angeles Lakers,86
52f2f94490a4948418328c09,2011-04-09T04:00:00.000Z,Denver Nuggets,130,Minnesota Timberwolves,106
52f2f94590a4948418328c0a,2011-04-09T04:00:00.000Z,Houston Rockets,99,Los Angeles Clippers,78
52f2f94690a4948418328c0b,2011-04-09T04:00:00.000Z,Milwaukee Bucks,108,Cleveland Cavaliers,101
52f2f94690a4948418328c0c,2011-04-09T04:00:00.000Z,San Antonio Spurs,111,Utah Jazz,102
52f2f94790a4948418328c0d,2011-04-09T04:00:00.000Z,Washington Wizards,115,Atlanta Hawks,83
52f2f94890a4948418328c0f,2011-04-10T04:00:00.000Z,Dallas Mavericks,115,Phoenix Suns,90
52f2f94b90a4948418328c13,2011-04-10T04:00:00.000Z,Memphis Grizzlies,111,New Orleans Hornets,89
52f2f94c90a4948418328c14,2011-04-10T04:00:00.000Z,Miami Heat,100,Boston Celtics,77
52f2f94d90a4948418328c16,2011-04-10T04:00:00.000Z,Toronto Raptors,99,New Jersey Nets,92
52f2f94e90a4948418328c18,2011-04-11T04:00:00.000Z,Denver Nuggets,134,Golden State Warriors,111
52f2f95090a4948418328c1b,2011-04-11T04:00:00.000Z,Milwaukee Bucks,93,Toronto Raptors,86
52f2f95290a4948418328c1f,2011-04-11T04:00:00.000Z,Phoenix Suns,135,Minnesota Timberwolves,127
52f2f95490a4948418328c21,2011-04-11T04:00:00.000Z,Washington Wizards,95,Boston Celtics,94
52f2f95490a4948418328c22,2011-04-12T04:00:00.000Z,Los Angeles Lakers,102,San Antonio Spurs,93
52f2f95690a4948418328c24,2011-04-12T04:00:00.000Z,Portland Trail Blazers,102,Memphis Grizzlies,89
52f2f95690a4948418328c25,2011-04-13T04:00:00.000Z,Boston Celtics,112,New York Knicks,102
52f2f95790a4948418328c26,2011-04-13T04:00:00.000Z,Charlotte Bobcats,96,Atlanta Hawks,85
52f2f95790a4948418328c27,2011-04-13T04:00:00.000Z,Chicago Bulls,97,New Jersey Nets,92
52f2f95890a4948418328c28,2011-04-13T04:00:00.000Z,Cleveland Cavaliers,100,Washington Wizards,93
52f2f95990a4948418328c29,2011-04-13T04:00:00.000Z,Dallas Mavericks,121,New Orleans Hornets,89
52f2f95990a4948418328c2a,2011-04-13T04:00:00.000Z,Golden State Warriors,110,Portland Trail Blazers,86
52f2f95a90a4948418328c2b,2011-04-13T04:00:00.000Z,Los Angeles Clippers,110,Memphis Grizzlies,103
52f2f95c90a4948418328c2e,2011-04-13T04:00:00.000Z,Orlando Magic,92,Indiana Pacers,74
52f2f95d90a4948418328c30,2011-04-13T04:00:00.000Z,Phoenix Suns,106,San Antonio Spurs,103
52f2f95f90a4948418328c33,2011-04-13T04:00:00.000Z,Utah Jazz,107,Denver Nuggets,103
52f2f96490a4948418328c37,2011-12-25T05:00:00.000Z,New York Knicks,106,Boston Celtics,104
52f2f96590a4948418328c38,2011-12-25T05:00:00.000Z,Oklahoma City Thunder,97,Orlando Magic,89
52f2f96590a4948418328c39,2011-12-26T05:00:00.000Z,Charlotte Bobcats,96,Milwaukee Bucks,95
52f2f96790a4948418328c3c,2011-12-26T05:00:00.000Z,Golden State Warriors,99,Chicago Bulls,91
52f2f96890a4948418328c3d,2011-12-26T05:00:00.000Z,Indiana Pacers,91,Detroit Pistons,79
52f309f91b34326811678c36,2011-12-25T05:00:00.000Z,New York Knicks,106,Boston Celtics,104
52f309f91b34326811678c37,2011-12-25T05:00:00.000Z,Oklahoma City Thunder,97,Orlando Magic,89
52f309fa1b34326811678c38,2011-12-26T05:00:00.000Z,Charlotte Bobcats,96,Milwaukee Bucks,95
52f309fc1b34326811678c3b,2011-12-26T05:00:00.000Z,Golden State Warriors,99,Chicago Bulls,91
52f309fd1b34326811678c3c,2011-12-26T05:00:00.000Z,Indiana Pacers,91,Detroit Pistons,79
52f309ff1b34326811678c3e,2011-12-26T05:00:00.000Z,Orlando Magic,104,Houston Rockets,95
52f30a001b34326811678c40,2011-12-26T05:00:00.000Z,Portland Trail Blazers,107,Philadelphia 76ers,103
52f30a011b34326811678c41,2011-12-26T05:00:00.000Z,Sacramento Kings,100,Los Angeles Lakers,91
52f30a021b34326811678c42,2011-12-26T05:00:00.000Z,San Antonio Spurs,95,Memphis Grizzlies,82
52f30a031b34326811678c44,2011-12-27T05:00:00.000Z,Los Angeles Lakers,96,Utah Jazz,71
52f30a041b34326811678c45,2011-12-27T05:00:00.000Z,Miami Heat,115,Boston Celtics,107
52f30a051b34326811678c46,2011-12-27T05:00:00.000Z,Milwaukee Bucks,98,Minnesota Timberwolves,95
52f30a061b34326811678c48,2011-12-27T05:00:00.000Z,Portland Trail Blazers,101,Sacramento Kings,79
52f30a071b34326811678c49,2011-12-28T05:00:00.000Z,Atlanta Hawks,101,Washington Wizards,83
52f30a081b34326811678c4b,2011-12-28T05:00:00.000Z,Denver Nuggets,117,Utah Jazz,100
52f30a0a1b34326811678c4d,2011-12-28T05:00:00.000Z,Golden State Warriors,92,New York Knicks,78
52f30a0b1b34326811678c4f,2011-12-28T05:00:00.000Z,New Orleans Hornets,97,Boston Celtics,78
52f30a0c1b34326811678c51,2011-12-28T05:00:00.000Z,San Antonio Spurs,115,Los Angeles Clippers,90
52f30a0e1b34326811678c53,2011-12-29T05:00:00.000Z,Houston Rockets,105,San Antonio Spurs,85
52f30a0f1b34326811678c54,2011-12-29T05:00:00.000Z,Los Angeles Lakers,99,New York Knicks,82
52f30a0f1b34326811678c55,2011-12-29T05:00:00.000Z,Oklahoma City Thunder,104,Dallas Mavericks,102
52f30a101b34326811678c56,2011-12-29T05:00:00.000Z,Orlando Magic,94,New Jersey Nets,78
52f30a111b34326811678c57,2011-12-29T05:00:00.000Z,Portland Trail Blazers,111,Denver Nuggets,102
52f30a121b34326811678c59,2011-12-30T05:00:00.000Z,Atlanta Hawks,105,New Jersey Nets,98
52f30a131b34326811678c5a,2011-12-30T05:00:00.000Z,Boston Celtics,96,Detroit Pistons,85
52f30a141b34326811678c5c,2011-12-30T05:00:00.000Z,Dallas Mavericks,99,Toronto Raptors,86
52f30a151b34326811678c5d,2011-12-30T05:00:00.000Z,Indiana Pacers,98,Cleveland Cavaliers,91
52f30a161b34326811678c5f,2011-12-30T05:00:00.000Z,Memphis Grizzlies,113,Houston Rockets,93
52f30a171b34326811678c60,2011-12-30T05:00:00.000Z,Milwaukee Bucks,102,Washington Wizards,81
52f30a191b34326811678c63,2011-12-30T05:00:00.000Z,Utah Jazz,102,Philadelphia 76ers,99
52f30a1a1b34326811678c64,2011-12-31T05:00:00.000Z,Detroit Pistons,96,Indiana Pacers,88
52f30a1b1b34326811678c66,2011-12-31T05:00:00.000Z,Houston Rockets,95,Atlanta Hawks,84
52f30a1c1b34326811678c67,2011-12-31T05:00:00.000Z,Los Angeles Lakers,92,Denver Nuggets,89
52f30a1d1b34326811678c68,2011-12-31T05:00:00.000Z,Oklahoma City Thunder,107,Phoenix Suns,97
52f30a1e1b34326811678c6a,2011-12-31T05:00:00.000Z,San Antonio Spurs,104,Utah Jazz,89
52f30a1f1b34326811678c6b,2012-01-01T05:00:00.000Z,Chicago Bulls,104,Memphis Grizzlies,64
52f30a201b34326811678c6c,2012-01-01T05:00:00.000Z,Cleveland Cavaliers,98,New Jersey Nets,82
52f30a201b34326811678c6d,2012-01-01T05:00:00.000Z,Denver Nuggets,99,Los Angeles Lakers,90
52f30a211b34326811678c6e,2012-01-01T05:00:00.000Z,Los Angeles Clippers,93,Portland Trail Blazers,88
52f30a221b34326811678c6f,2012-01-01T05:00:00.000Z,Miami Heat,129,Charlotte Bobcats,90
